GCCSA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Greater Darwin	0-14	Speaks English well or very well	0	2018	176
Greater Darwin	0-14	Speaks English well or very well	0	2019	244
Greater Darwin	0-14	Speaks English well or very well	0	2020	70
Greater Darwin	0-14	Speaks English well or very well	0	2021	12
Greater Darwin	15-24				6
Greater Darwin	15-24			2010	3
Greater Darwin	15-24			2015	6
Greater Darwin	15-24		1		26
Greater Darwin	15-24		1	2005	165
Greater Darwin	15-24		1	2010	330
Greater Darwin	15-24		1	2015	211
Greater Darwin	15-24		1	2016	41
Greater Darwin	15-24		1	2017	33
Greater Darwin	15-24		1	2018	39
Greater Darwin	15-24		1	2019	67
Greater Darwin	15-24		1	2020	40
Greater Darwin	15-24		1	2021	11
Greater Darwin	15-24	Speaks English not well or not at all	0		4
Greater Darwin	15-24	Speaks English not well or not at all	0	2005	4
Greater Darwin	15-24	Speaks English not well or not at all	0	2010	7
Greater Darwin	15-24	Speaks English not well or not at all	0	2015	4
Greater Darwin	15-24	Speaks English not well or not at all	0	2016	3
Greater Darwin	15-24	Speaks English not well or not at all	0	2017	3
Greater Darwin	15-24	Speaks English not well or not at all	0	2018	11
Greater Darwin	15-24	Speaks English not well or not at all	0	2019	14
Greater Darwin	15-24	Speaks English not well or not at all	0	2020	7
Greater Darwin	15-24	Speaks English well or very well	0		50
Greater Darwin	15-24	Speaks English well or very well	0	2005	68
Greater Darwin	15-24	Speaks English well or very well	0	2010	521
Greater Darwin	15-24	Speaks English well or very well	0	2015	619
Greater Darwin	15-24	Speaks English well or very well	0	2016	224
Greater Darwin	15-24	Speaks English well or very well	0	2017	256
Greater Darwin	15-24	Speaks English well or very well	0	2018	326
Greater Darwin	15-24	Speaks English well or very well	0	2019	347
Greater Darwin	15-24	Speaks English well or very well	0	2020	114
Greater Darwin	15-24	Speaks English well or very well	0	2021	3
Greater Darwin	25-34				26
Greater Darwin	25-34			2005	3
Greater Darwin	25-34			2015	4
Greater Darwin	25-34			2016	7
Greater Darwin	25-34			2018	7
Greater Darwin	25-34			2019	4
Greater Darwin	25-34		1		59
Greater Darwin	25-34		1	2005	508
Greater Darwin	25-34		1	2010	359
Greater Darwin	25-34		1	2015	619
Greater Darwin	25-34		1	2016	133
Greater Darwin	25-34		1	2017	112
Greater Darwin	25-34		1	2018	124
Greater Darwin	25-34		1	2019	160
Greater Darwin	25-34		1	2020	64
Greater Darwin	25-34		1	2021	21
Greater Darwin	25-34	Speaks English not well or not at all	0		15
Greater Darwin	25-34	Speaks English not well or not at all	0	2005	4
Greater Darwin	25-34	Speaks English not well or not at all	0	2010	18
Greater Darwin	25-34	Speaks English not well or not at all	0	2015	71
Greater Darwin	25-34	Speaks English not well or not at all	0	2016	28
Greater Darwin	25-34	Speaks English not well or not at all	0	2017	16
Greater Darwin	25-34	Speaks English not well or not at all	0	2018	32
Greater Darwin	25-34	Speaks English not well or not at all	0	2019	42
Greater Darwin	25-34	Speaks English not well or not at all	0	2020	13
Greater Darwin	25-34	Speaks English not well or not at all	0	2021	3
Greater Darwin	25-34	Speaks English well or very well	0		118
Greater Darwin	25-34	Speaks English well or very well	0	2005	286
Greater Darwin	25-34	Speaks English well or very well	0	2010	772
Greater Darwin	25-34	Speaks English well or very well	0	2015	2347
Greater Darwin	25-34	Speaks English well or very well	0	2016	959
Greater Darwin	25-34	Speaks English well or very well	0	2017	932
Greater Darwin	25-34	Speaks English well or very well	0	2018	822
Greater Darwin	25-34	Speaks English well or very well	0	2019	662
Greater Darwin	25-34	Speaks English well or very well	0	2020	224
Greater Darwin	25-34	Speaks English well or very well	0	2021	36
Greater Darwin	35-44				23
Greater Darwin	35-44		0		3
Greater Darwin	35-44		0	2005	3
Greater Darwin	35-44		0	2010	6
Greater Darwin	35-44		0	2015	6
Greater Darwin	35-44		1		44
Greater Darwin	35-44		1	2005	868
Greater Darwin	35-44		1	2010	554
Greater Darwin	35-44		1	2015	471
Greater Darwin	35-44		1	2016	62
Greater Darwin	35-44		1	2017	54
Greater Darwin	35-44		1	2018	51
Greater Darwin	35-44		1	2019	53
Greater Darwin	35-44		1	2020	25
Greater Darwin	35-44		1	2021	14
Greater Darwin	35-44	Speaks English not well or not at all	0		9
Greater Darwin	35-44	Speaks English not well or not at all	0	2005	33
Greater Darwin	35-44	Speaks English not well or not at all	0	2010	121
Greater Darwin	35-44	Speaks English not well or not at all	0	2015	116
Greater Darwin	35-44	Speaks English not well or not at all	0	2016	21
Greater Darwin	35-44	Speaks English not well or not at all	0	2017	17
Greater Darwin	35-44	Speaks English not well or not at all	0	2018	21
Greater Darwin	35-44	Speaks English not well or not at all	0	2019	32
Greater Darwin	35-44	Speaks English not well or not at all	0	2020	12
Greater Darwin	35-44	Speaks English well or very well	0		64
Greater Darwin	35-44	Speaks English well or very well	0	2005	682
Greater Darwin	35-44	Speaks English well or very well	0	2010	1680
Greater Darwin	35-44	Speaks English well or very well	0	2015	1638
Greater Darwin	35-44	Speaks English well or very well	0	2016	358
Greater Darwin	35-44	Speaks English well or very well	0	2017	341
Greater Darwin	35-44	Speaks English well or very well	0	2018	256
Greater Darwin	35-44	Speaks English well or very well	0	2019	282
Greater Darwin	35-44	Speaks English well or very well	0	2020	76
Greater Darwin	35-44	Speaks English well or very well	0	2021	15
Greater Darwin	45-54				13
Greater Darwin	45-54			2015	3
Greater Darwin	45-54		0	2010	8
Greater Darwin	45-54		1		64
Greater Darwin	45-54		1	2005	1570
Greater Darwin	45-54		1	2010	305
Greater Darwin	45-54		1	2015	213
Greater Darwin	45-54		1	2016	30
Greater Darwin	45-54		1	2017	28
Greater Darwin	45-54		1	2018	20
Greater Darwin	45-54		1	2019	27
Greater Darwin	45-54		1	2020	7
Greater Darwin	45-54		1	2021	6
Greater Darwin	45-54	Speaks English not well or not at all	0		7
Greater Darwin	45-54	Speaks English not well or not at all	0	2005	130
Greater Darwin	45-54	Speaks English not well or not at all	0	2010	118
Greater Darwin	45-54	Speaks English not well or not at all	0	2015	59
Greater Darwin	45-54	Speaks English not well or not at all	0	2016	13
Greater Darwin	45-54	Speaks English not well or not at all	0	2017	13
Greater Darwin	45-54	Speaks English not well or not at all	0	2018	6
Greater Darwin	45-54	Speaks English not well or not at all	0	2019	28
Greater Darwin	45-54	Speaks English not well or not at all	0	2020	16
Greater Darwin	45-54	Speaks English well or very well	0		43
Greater Darwin	45-54	Speaks English well or very well	0	2005	1049
Greater Darwin	45-54	Speaks English well or very well	0	2010	853
Greater Darwin	45-54	Speaks English well or very well	0	2015	552
Greater Darwin	45-54	Speaks English well or very well	0	2016	80
Greater Darwin	45-54	Speaks English well or very well	0	2017	66
Greater Darwin	45-54	Speaks English well or very well	0	2018	47
Greater Darwin	45-54	Speaks English well or very well	0	2019	69
Greater Darwin	45-54	Speaks English well or very well	0	2020	12
Greater Darwin	45-54	Speaks English well or very well	0	2021	6
Greater Darwin	55-64				11
Greater Darwin	55-64			2005	8
Greater Darwin	55-64		1		57
Greater Darwin	55-64		1	2005	2049
Greater Darwin	55-64		1	2010	181
Greater Darwin	55-64		1	2015	75
Greater Darwin	55-64		1	2016	13
Greater Darwin	55-64		1	2017	16
Greater Darwin	55-64		1	2018	9
Greater Darwin	55-64		1	2019	26
Greater Darwin	55-64		1	2020	12
Greater Darwin	55-64	Speaks English not well or not at all	0		14
Greater Darwin	55-64	Speaks English not well or not at all	0	2005	218
Greater Darwin	55-64	Speaks English not well or not at all	0	2010	42
Greater Darwin	55-64	Speaks English not well or not at all	0	2015	39
Greater Darwin	55-64	Speaks English not well or not at all	0	2016	12
Greater Darwin	55-64	Speaks English not well or not at all	0	2017	9
Greater Darwin	55-64	Speaks English not well or not at all	0	2018	6
Greater Darwin	55-64	Speaks English not well or not at all	0	2019	33
Greater Darwin	55-64	Speaks English not well or not at all	0	2020	31
Greater Darwin	55-64	Speaks English well or very well	0		30
Greater Darwin	55-64	Speaks English well or very well	0	2005	1145
Greater Darwin	55-64	Speaks English well or very well	0	2010	270
Greater Darwin	55-64	Speaks English well or very well	0	2015	81
Greater Darwin	55-64	Speaks English well or very well	0	2016	17
Greater Darwin	55-64	Speaks English well or very well	0	2017	8
Greater Darwin	55-64	Speaks English well or very well	0	2018	9
Greater Darwin	55-64	Speaks English well or very well	0	2019	20
Greater Darwin	55-64	Speaks English well or very well	0	2020	15
Greater Darwin	65-74				18
Greater Darwin	65-74			2005	9
Greater Darwin	65-74		0	2005	8
Greater Darwin	65-74		1		51
Greater Darwin	65-74		1	2005	1674
Greater Darwin	65-74		1	2010	23
Greater Darwin	65-74		1	2015	29
Greater Darwin	65-74		1	2016	4
Greater Darwin	65-74		1	2017	7
Greater Darwin	65-74		1	2019	6
Greater Darwin	65-74		1	2020	3
Greater Darwin	65-74	Speaks English not well or not at all	0		12
Greater Darwin	65-74	Speaks English not well or not at all	0	2005	252
Greater Darwin	65-74	Speaks English not well or not at all	0	2010	18
Greater Darwin	65-74	Speaks English not well or not at all	0	2015	36
Greater Darwin	65-74	Speaks English not well or not at all	0	2016	5
Greater Darwin	65-74	Speaks English not well or not at all	0	2017	5
Greater Darwin	65-74	Speaks English not well or not at all	0	2018	3
Greater Darwin	65-74	Speaks English not well or not at all	0	2019	35
Greater Darwin	65-74	Speaks English not well or not at all	0	2020	17
Greater Darwin	65-74	Speaks English well or very well	0		22
Greater Darwin	65-74	Speaks English well or very well	0	2005	909
Greater Darwin	65-74	Speaks English well or very well	0	2010	35
Greater Darwin	65-74	Speaks English well or very well	0	2015	23
Greater Darwin	65-74	Speaks English well or very well	0	2018	3
Greater Darwin	65-74	Speaks English well or very well	0	2019	22
Greater Darwin	65-74	Speaks English well or very well	0	2020	12
Greater Darwin	75-84				14
Greater Darwin	75-84			2005	4
Greater Darwin	75-84		0	2005	4
Greater Darwin	75-84		1		41
Greater Darwin	75-84		1	2005	756
Greater Darwin	75-84		1	2010	9
Greater Darwin	75-84		1	2015	3
Greater Darwin	75-84	Speaks English not well or not at all	0		12
Greater Darwin	75-84	Speaks English not well or not at all	0	2005	203
Greater Darwin	75-84	Speaks English not well or not at all	0	2010	9
Greater Darwin	75-84	Speaks English not well or not at all	0	2015	4
Greater Darwin	75-84	Speaks English not well or not at all	0	2019	6
Greater Darwin	75-84	Speaks English not well or not at all	0	2020	8
Greater Darwin	75-84	Speaks English well or very well	0		17
Greater Darwin	75-84	Speaks English well or very well	0	2005	400
Greater Darwin	75-84	Speaks English well or very well	0	2010	13
Greater Darwin	75-84	Speaks English well or very well	0	2015	6
Greater Darwin	75-84	Speaks English well or very well	0	2018	4
Greater Darwin	75-84	Speaks English well or very well	0	2019	3
Greater Darwin	75-84	Speaks English well or very well	0	2020	4
Greater Darwin	85+				12
Greater Darwin	85+		1		22
Greater Darwin	85+		1	2005	153
Greater Darwin	85+	Speaks English not well or not at all	0		4
Greater Darwin	85+	Speaks English not well or not at all	0	2005	69
Greater Darwin	85+	Speaks English well or very well	0		8
Greater Darwin	85+	Speaks English well or very well	0	2005	92
Rest of NT	0-14		1		16
Rest of NT	0-14		1	2010	21
Rest of NT	0-14		1	2015	128
Rest of NT	0-14		1	2016	44
Rest of NT	0-14		1	2017	20
Rest of NT	0-14		1	2018	48
Rest of NT	0-14		1	2019	55
Rest of NT	0-14		1	2020	39
Rest of NT	0-14		1	2021	34
Rest of NT	0-14	Speaks English not well or not at all	0		5
Rest of NT	0-14	Speaks English not well or not at all	0	2019	4
Rest of NT	0-14	Speaks English not well or not at all	0	2020	5
Rest of NT	0-14	Speaks English not well or not at all	0	2021	3
Rest of NT	0-14	Speaks English well or very well	0		14
Rest of NT	0-14	Speaks English well or very well	0	2010	10
Rest of NT	0-14	Speaks English well or very well	0	2015	83
Rest of NT	0-14	Speaks English well or very well	0	2016	37
Rest of NT	0-14	Speaks English well or very well	0	2017	47
Rest of NT	0-14	Speaks English well or very well	0	2018	45
Rest of NT	0-14	Speaks English well or very well	0	2019	46
Rest of NT	0-14	Speaks English well or very well	0	2020	25
Rest of NT	0-14	Speaks English well or very well	0	2021	20
Rest of NT	15-24				5
Rest of NT	15-24		0	2015	3
Rest of NT	15-24		1		22
Rest of NT	15-24		1	2005	41
Rest of NT	15-24		1	2010	77
Rest of NT	15-24		1	2015	77
Rest of NT	15-24		1	2016	13
Rest of NT	15-24		1	2017	15
Rest of NT	15-24		1	2018	14
Rest of NT	15-24		1	2019	34
Rest of NT	15-24		1	2020	16
Rest of NT	15-24		1	2021	10
Rest of NT	15-24	Speaks English not well or not at all	0	2016	4
Rest of NT	15-24	Speaks English well or very well	0		14
Rest of NT	15-24	Speaks English well or very well	0	2005	17
Rest of NT	15-24	Speaks English well or very well	0	2010	96
Rest of NT	15-24	Speaks English well or very well	0	2015	99
Rest of NT	15-24	Speaks English well or very well	0	2016	33
Rest of NT	15-24	Speaks English well or very well	0	2017	30
Rest of NT	15-24	Speaks English well or very well	0	2018	54
Rest of NT	15-24	Speaks English well or very well	0	2019	49
Rest of NT	15-24	Speaks English well or very well	0	2020	24
Rest of NT	15-24	Speaks English well or very well	0	2021	11
Rest of NT	25-34				8
Rest of NT	25-34			2019	3
Rest of NT	25-34		0	2005	5
Rest of NT	25-34		0	2019	3
Rest of NT	25-34		1		35
Rest of NT	25-34		1	2005	205
Rest of NT	25-34		1	2010	114
Rest of NT	25-34		1	2015	205
Rest of NT	25-34		1	2016	62
Rest of NT	25-34		1	2017	61
Rest of NT	25-34		1	2018	96
Rest of NT	25-34		1	2019	93
Rest of NT	25-34		1	2020	76
Rest of NT	25-34		1	2021	45
Rest of NT	25-34	Speaks English not well or not at all	0		5
Rest of NT	25-34	Speaks English not well or not at all	0	2010	5
Rest of NT	25-34	Speaks English not well or not at all	0	2015	12
Rest of NT	25-34	Speaks English not well or not at all	0	2016	4
Rest of NT	25-34	Speaks English not well or not at all	0	2017	8
Rest of NT	25-34	Speaks English not well or not at all	0	2018	11
Rest of NT	25-34	Speaks English not well or not at all	0	2019	27
Rest of NT	25-34	Speaks English not well or not at all	0	2020	7
Rest of NT	25-34	Speaks English not well or not at all	0	2021	3
Rest of NT	25-34	Speaks English well or very well	0		39
Rest of NT	25-34	Speaks English well or very well	0	2005	120
Rest of NT	25-34	Speaks English well or very well	0	2010	218
Rest of NT	25-34	Speaks English well or very well	0	2015	528
Rest of NT	25-34	Speaks English well or very well	0	2016	241
Rest of NT	25-34	Speaks English well or very well	0	2017	203
Rest of NT	25-34	Speaks English well or very well	0	2018	237
Rest of NT	25-34	Speaks English well or very well	0	2019	296
Rest of NT	25-34	Speaks English well or very well	0	2020	102
Rest of NT	25-34	Speaks English well or very well	0	2021	17
Rest of NT	35-44				3
Rest of NT	35-44		0	2005	3
Rest of NT	35-44		1		23
Rest of NT	35-44		1	2005	283
Rest of NT	35-44		1	2010	199
Rest of NT	35-44		1	2015	184
Rest of NT	35-44		1	2016	30
Rest of NT	35-44		1	2017	27
Rest of NT	35-44		1	2018	26
Rest of NT	35-44		1	2019	50
Rest of NT	35-44		1	2020	28
Rest of NT	35-44		1	2021	29
Rest of NT	35-44	Speaks English not well or not at all	0		9
Rest of NT	35-44	Speaks English not well or not at all	0	2005	3
Rest of NT	35-44	Speaks English not well or not at all	0	2010	13
Rest of NT	35-44	Speaks English not well or not at all	0	2015	16
Rest of NT	35-44	Speaks English not well or not at all	0	2017	5
Rest of NT	35-44	Speaks English not well or not at all	0	2018	3
Rest of NT	35-44	Speaks English not well or not at all	0	2020	3
Rest of NT	35-44	Speaks English not well or not at all	0	2021	3
Rest of NT	35-44	Speaks English well or very well	0		29
Rest of NT	35-44	Speaks English well or very well	0	2005	155
Rest of NT	35-44	Speaks English well or very well	0	2010	491
Rest of NT	35-44	Speaks English well or very well	0	2015	386
Rest of NT	35-44	Speaks English well or very well	0	2016	103
Rest of NT	35-44	Speaks English well or very well	0	2017	72
Rest of NT	35-44	Speaks English well or very well	0	2018	81
Rest of NT	35-44	Speaks English well or very well	0	2019	72
Rest of NT	35-44	Speaks English well or very well	0	2020	36
Rest of NT	35-44	Speaks English well or very well	0	2021	14
Rest of NT	45-54		1		37
Rest of NT	45-54		1	2005	536
Rest of NT	45-54		1	2010	110
Rest of NT	45-54		1	2015	85
Rest of NT	45-54		1	2016	12
Rest of NT	45-54		1	2017	16
Rest of NT	45-54		1	2018	30
Rest of NT	45-54		1	2019	33
Rest of NT	45-54		1	2020	12
Rest of NT	45-54		1	2021	10
Rest of NT	45-54	Speaks English not well or not at all	0	2005	11
Rest of NT	45-54	Speaks English not well or not at all	0	2010	24
Rest of NT	45-54	Speaks English not well or not at all	0	2015	14
Rest of NT	45-54	Speaks English not well or not at all	0	2016	3
Rest of NT	45-54	Speaks English not well or not at all	0	2017	5
Rest of NT	45-54	Speaks English not well or not at all	0	2019	3
Rest of NT	45-54	Speaks English not well or not at all	0	2020	3
Rest of NT	45-54	Speaks English well or very well	0		21
Rest of NT	45-54	Speaks English well or very well	0	2005	233
